Unnamed: 0,sentence,id,phrase,sentiment,fine,coarse,Predicted_Label,Flag
9984,"The film has ( its ) moments , but they are few and far between .",188183.0,"The film has ( its ) moments , but they are few and far between .",0.375,negative,negative,positive,0
9985,"I was trying to decide what annoyed me most about God is Great ... I'm Not , and then I realized that I just didn't care .",184745.0,"I was trying to decide what annoyed me most about God is Great ... I 'm Not , and then I realized that I just did n't care .",0.125,very negative,negative,negative,0
9986,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,183358.0,Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,0.083333,very negative,negative,positive,0
9987,Deserves high marks for political courage but barely gets by on its artistic merits .,183359.0,Deserves high marks for political courage but barely gets by on its artistic merits .,0.51389,neutral,neutral,negative,0
9988,... comes alive only when it switches gears to the sentimental .,181304.0,... comes alive only when it switches gears to the sentimental .,0.34722,negative,negative,negative,1
9989,Brosnan's finest non-Bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes .,182936.0,Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .,0.30556,negative,negative,neutral,0
9990,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",181692.0,"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",0.63889,positive,positive,positive,1
9991,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",189183.0,"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",0.26389,negative,negative,negative,1
9992,Tsai may be ploughing the same furrow once too often .,189290.0,Tsai may be ploughing the same furrow once too often .,0.40278,neutral,neutral,neutral,1
9993,"Flashy gadgets and whirling fight sequences may look cool , but they can't distract from the flawed support structure holding Equilibrium up .",183953.0,"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .",0.29167,negative,negative,positive,0
9994,ZigZag might have been richer and more observant if it were less densely plotted .,189953.0,ZigZag might have been richer and more observant if it were less densely plotted .,0.31944,negative,negative,negative,1
9995,How can such a cold movie claim to express warmth and longing ?,223698.0,How can such a cold movie claim to express warmth and longing ?,0.26389,negative,negative,negative,1
9996,"In truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",224046.0,"In truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",0.22222,negative,negative,positive,0
9997,Nicks and Steinberg match their own creations for pure venality -- that's giving it the old college try .,186338.0,Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,0.33333,negative,negative,positive,0
9998,Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .,183712.0,Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .,0.22222,negative,negative,neutral,0
9999,The problem with all of this : It's not really funny .,188576.0,The problem with all of this : It 's not really funny .,0.27778,negative,negative,negative,1
10000,( Denis ' ) bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .,180136.0,( Denis ' ) bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .,0.36111,negative,negative,negative,1
10001,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",189441.0,"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",0.26389,negative,negative,negative,1
10002,Viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet .,189404.0,Viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet .,0.48611,neutral,neutral,neutral,1
10003,Overall tomfoolery like this is a matter of taste .,186628.0,Overall tomfoolery like this is a matter of taste .,0.23611,negative,negative,negative,1
10004,The mantra behind the project seems to have been ` it's just a kids ' flick . ',226327.0,The mantra behind the project seems to have been ` it 's just a kids ' flick . ',0.33333,negative,negative,negative,1
10005,Translation : ` We don't need to try very hard . ',226808.0,Translation : ` We do n't need to try very hard . ',0.34722,negative,negative,negative,1
10006,"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",184885.0,"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",0.13889,very negative,negative,negative,0
10007,"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",224394.0,"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",0.26389,negative,negative,negative,1
10008,So here it is : It's about a family of sour immortals .,225837.0,So here it is : It 's about a family of sour immortals .,0.45833,neutral,neutral,negative,0
10009,an essentially awkward version of the lightweight female empowerment picture we've been watching for decades,192541.0,an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades,0.375,negative,negative,positive,0
10010,The author's devotees will probably find it fascinating ; others may find it baffling .,187960.0,The author 's devotees will probably find it fascinating ; others may find it baffling .,0.29167,negative,negative,positive,0
10011,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",189876.0,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",0.22222,negative,negative,negative,1
10012,"There's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",188808.0,"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",0.11111,very negative,negative,positive,0
10013,A cockeyed shot all the way .,181575.0,A cockeyed shot all the way .,0.38889,negative,negative,negative,1
10014,"Lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you'll leave the theater wondering why these people mattered .",185918.0,"Lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered .",0.27778,negative,negative,negative,1
10015,"Unfortunately , One Hour Photo lives down to its title .",189342.0,"Unfortunately , One Hour Photo lives down to its title .",0.16667,very negative,negative,negative,0
10016,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",226068.0,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",0.097222,very negative,negative,very positive,0
10017,"Cold , Sterile And Lacking Any Color Or Warmth .",183147.0,"Cold , Sterile And Lacking Any Color Or Warmth .",0.055556,very negative,negative,positive,0
10018,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,188202.0,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,0.33333,negative,negative,negative,1
10019,Seems like someone going through the motions .,187193.0,Seems like someone going through the motions .,0.30556,negative,negative,negative,1
10020,"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children's film .",223387.0,"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film .",0.33333,negative,negative,positive,0
10021,"Well , in some of those , the mother deer even dies .",227004.0,"Well , in some of those , the mother deer even dies .",0.36111,negative,negative,positive,0
10022,"Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",189434.0,"Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",0.41667,neutral,neutral,positive,0
10023,"Impostor doesn't do much with its template , despite a remarkably strong cast .",184862.0,"Impostor does n't do much with its template , despite a remarkably strong cast .",0.44444,neutral,neutral,negative,0
10024,"Wraps itself in the guise of a dark and quirky comedy , but it isn't as quirky as it thinks it is and its comedy is generally mean-spirited .",189864.0,"Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited .",0.40278,neutral,neutral,negative,0
10025,"Choppy , overlong documentary about ` The Lifestyle . '",183084.0,"Choppy , overlong documentary about ` The Lifestyle . '",0.375,negative,negative,negative,1
10026,One sloughs one's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,186587.0,One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,0.15278,very negative,negative,negative,0
10027,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",181696.0,"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",0.31944,negative,negative,positive,0
10028,It's a fanboy ` what if ? ',224120.0,It 's a fanboy ` what if ? ',0.55556,neutral,neutral,neutral,1
10029,brought to life on the big screen .,229479.0,brought to life on the big screen .,0.77778,positive,positive,negative,0
10030,The story itself is actually quite vapid .,188721.0,The story itself is actually quite vapid .,0.26389,negative,negative,negative,1
10031,"It's a hellish , numbing experience to watch , and it doesn't offer any insights that haven't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .",185022.0,"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .",0.25,negative,negative,negative,1
10032,Wait for pay per view or rental but don't dismiss BarberShop out of hand .,189425.0,Wait for pay per view or rental but do n't dismiss BarberShop out of hand .,0.48611,neutral,neutral,negative,0
10033,"A few zingers aside , the writing is indifferent , and Jordan Brady's direction is prosaic .",181677.0,"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .",0.23611,negative,negative,negative,1
10034,"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",183596.0,"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",0.20833,negative,negative,negative,1
10035,"Would've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film's predictable denouement .",189845.0,"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",0.19444,very negative,negative,negative,0
10036,Then Nadia's birthday might not have been such a bad day after all .,226556.0,Then Nadia 's birthday might not have been such a bad day after all .,0.55556,neutral,neutral,negative,0
10037,"One of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily .",186582.0,"One of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily .",0.44444,neutral,neutral,very positive,0
10038,"Nair just doesn't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .",186274.0,"Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .",0.13889,very negative,negative,negative,0
10039,"Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker's film pushes all the demographically appropriate comic buttons .",183707.0,"Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons .",0.61111,positive,positive,negative,0
10040,It's the funniest American comedy since Graffiti Bridge .,185227.0,It 's the funniest American comedy since Graffiti Bridge .,0.97222,very positive,positive,negative,0
10041,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",187737.0,"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",0.31944,negative,negative,negative,1
10042,What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .,189603.0,What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .,0.097222,very negative,negative,positive,0
10043,The project's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,188593.0,The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,0.16667,very negative,negative,positive,0
10044,"In old-fashioned screenwriting parlance , Ms. Shreve's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",224025.0,"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",0.30556,negative,negative,neutral,0
10045,Solondz may well be the only one laughing at his own joke,187415.0,Solondz may well be the only one laughing at his own joke,0.34722,negative,negative,positive,0
10046,"Stitch is a bad mannered , ugly and destructive little \*\*\*\* .",225974.0,"Stitch is a bad mannered , ugly and destructive little \*\*\*\* .",0.19444,very negative,negative,negative,0
10047,"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",225160.0,"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",0.16667,very negative,negative,negative,0
10048,"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .",223087.0,"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .",0.15278,very negative,negative,negative,0
10049,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,181943.0,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,0.48611,neutral,neutral,positive,0
10050,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",222486.0,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",0.15278,very negative,negative,positive,0
10051,"It is bad , but certainly not without merit as entertainment .",185294.0,"It is bad , but certainly not without merit as entertainment .",0.38889,negative,negative,positive,0
10052,"For its 100 minutes running time , you'll wait in vain for a movie to happen .",183986.0,"For its 100 minutes running time , you 'll wait in vain for a movie to happen .",0.16667,very negative,negative,negative,0
10053,A work that lacks both a purpose and a strong pulse .,182118.0,A work that lacks both a purpose and a strong pulse .,0.19444,very negative,negative,positive,0
10054,A faster paced family flick .,221998.0,A faster paced family flick .,0.63889,positive,positive,positive,1
10055,Upper Teens may get cynical .,226888.0,Upper Teens may get cynical .,0.38889,negative,negative,negative,1
10056,Smaller numbered kidlets will enjoy .,187365.0,Smaller numbered kidlets will enjoy .,0.73611,positive,positive,neutral,0
10057,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",189708.0,"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",0.36111,negative,negative,positive,0
10058,It's a road-trip drama with too many wrong turns .,185033.0,It 's a road-trip drama with too many wrong turns .,0.125,very negative,negative,negative,0
10059,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",186182.0,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",0.22222,negative,negative,negative,1
10060,"It's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",185051.0,"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",0.5,neutral,neutral,negative,0
10061,"`` I blame all men for war , '' ( the warden's daughter ) tells her father .",227507.0,"`` I blame all men for war , '' ( the warden 's daughter ) tells her father .",0.5,neutral,neutral,neutral,1
10062,The movie is about as deep as that sentiment .,226362.0,The movie is about as deep as that sentiment .,0.33333,negative,negative,negative,1
10063,It's fitfully funny but never really takes off .,185110.0,It 's fitfully funny but never really takes off .,0.45833,neutral,neutral,negative,0
10064,"I've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",184591.0,"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",0.23611,negative,negative,positive,0
10065,"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .",182965.0,"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .",0.65278,positive,positive,positive,1
10066,"For all the complications , it's all surprisingly predictable .",183976.0,"For all the complications , it 's all surprisingly predictable .",0.40278,neutral,neutral,negative,0
10067,It's been 20 years since 48 Hrs .,224165.0,It 's been 20 years since 48 Hrs .,0.48611,neutral,neutral,negative,0
10068,made Eddie Murphy a movie star and the man hasn't aged a day .,205559.0,made Eddie Murphy a movie star and the man has n't aged a day .,0.70833,positive,positive,negative,0
10069,But his showboating wise-cracker stock persona sure is getting old .,222750.0,But his showboating wise-cracker stock persona sure is getting old .,0.40278,neutral,neutral,negative,0
10070,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure , one of those movies that's so bad it starts to become good .",184775.0,"If Deuces Wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .",0.56944,neutral,neutral,negative,0
10071,But it wasn't .,222778.0,But it was n't .,0.27778,negative,negative,negative,1
10072,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",183964.0,"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",0.23611,negative,negative,negative,1
10073,"... a low rate Annie featuring some kid who can't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",181290.0,"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",0.27778,negative,negative,positive,0
10074,"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",185323.0,"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",0.125,very negative,negative,positive,0
10075,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .",188536.0,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .",0.34722,negative,negative,negative,1
10076,"A nearly 21\/2 hours , the film is way too indulgent .",181875.0,"A nearly 21\/2 hours , the film is way too indulgent .",0.31944,negative,negative,negative,1
10077,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,184214.0,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,0.25,negative,negative,positive,0
10078,It looks much more like a cartoon in the end than The Simpsons ever has .,185311.0,It looks much more like a cartoon in the end than The Simpsons ever has .,0.4305600000000001,neutral,neutral,negative,0
10079,"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .",189780.0,"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .",0.27778,negative,negative,negative,1
10080,Doesn't really add up to much .,183549.0,Does n't really add up to much .,0.27778,negative,negative,negative,1
10081,"It's better suited for the history or biography channel , but there's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",185085.0,"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",0.20833,negative,negative,negative,1
10082,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,182398.0,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,0.22222,negative,negative,positive,0
10083,A prolonged extrusion of psychopathic pulp .,181920.0,A prolonged extrusion of psychopathic pulp .,0.29167,negative,negative,negative,1
10084,Borrows from other movies like it in the most ordinary and obvious fashion .,182875.0,Borrows from other movies like it in the most ordinary and obvious fashion .,0.33333,negative,negative,negative,1
10085,It's surprisingly bland despite the heavy doses of weird performances and direction .,185220.0,It 's surprisingly bland despite the heavy doses of weird performances and direction .,0.29167,negative,negative,positive,0
10086,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",181568.0,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",0.097222,very negative,negative,very positive,0
10087,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",188030.0,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",0.23611,negative,negative,very positive,0
10088,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",187478.0,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",0.27778,negative,negative,very positive,0
10089,It's like a drive-by .,185145.0,It 's like a drive-by .,0.26389,negative,negative,negative,1
10090,"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .",189925.0,"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .",0.34722,negative,negative,negative,1
10091,Everything -- even life on an aircraft carrier -- is sentimentalized .,183786.0,Everything -- even life on an aircraft carrier -- is sentimentalized .,0.375,negative,negative,very positive,0
10092,"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",226719.0,"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",0.125,very negative,negative,positive,0
10093,Stress ` dumb . ',225984.0,Stress ` dumb . ',0.27778,negative,negative,negative,1
10094,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",188420.0,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",0.47222,neutral,neutral,positive,0
10095,"When your subject is illusion versus reality , shouldn't the reality seem at least passably real ?",189648.0,"When your subject is illusion versus reality , should n't the reality seem at least passably real ?",0.27778,negative,negative,negative,1
10096,"It's a terrible movie in every regard , and utterly painful to watch .",185036.0,"It 's a terrible movie in every regard , and utterly painful to watch .",0.125,very negative,negative,positive,0
10097,"This is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` Why ? '",189025.0,"This is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` Why ? '",0.16667,very negative,negative,very positive,0
10098,A fan film that for the uninitiated plays better on video with the sound turned down .,181656.0,A fan film that for the uninitiated plays better on video with the sound turned down .,0.375,negative,negative,negative,1
10099,Too infuriatingly quirky and taken with its own style .,189237.0,Too infuriatingly quirky and taken with its own style .,0.31944,negative,negative,positive,0
10100,There's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,188814.0,There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,0.23611,negative,negative,negative,1
10101,"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .",182598.0,"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .",0.625,positive,positive,very positive,0
10102,The type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name .,188759.0,The type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name .,0.23611,negative,negative,negative,1
10103,Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,183508.0,Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,0.125,very negative,negative,negative,0
10104,Plays like a bad blend of an overripe episode of TV's Dawson's Creek and a recycled and dumbed-down version of Love Story .,186706.0,Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .,0.11111,very negative,negative,negative,0
10105,"Unless you come in to the film with a skateboard under your arm , you're going to feel like you weren't invited to the party .",189366.0,"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",0.25,negative,negative,positive,0
10106,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",189635.0,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",0.26389,negative,negative,negative,1
10107,Just isn't as weird as it ought to be .,185551.0,Just is n't as weird as it ought to be .,0.26389,negative,negative,negative,1
10108,"A `` Home Alone '' film that is staged like `` Rosemary's Baby , '' but is not as well-conceived as either of those films .",221937.0,"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films .",0.25,negative,negative,negative,1
10109,( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .,180202.0,( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .,0.22222,negative,negative,negative,1
10110,No film could possibly be more contemptuous of the single female population .,186382.0,No film could possibly be more contemptuous of the single female population .,0.16667,very negative,negative,positive,0
10111,` Hey Arnold ! ',227364.0,` Hey Arnold ! ',0.5,neutral,neutral,neutral,1
10112,has some visual wit ... but little imagination elsewhere .,200645.0,has some visual wit ... but little imagination elsewhere .,0.54167,neutral,neutral,positive,0
10113,"They're going through the motions , but the zip is gone .",188913.0,"They 're going through the motions , but the zip is gone .",0.45833,neutral,neutral,negative,0
10114,A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,182002.0,A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,0.29167,negative,negative,positive,0
10115,"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",222045.0,"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",0.19444,very negative,negative,positive,0
10116,"Then again , in a better movie , you might not have noticed .",226557.0,"Then again , in a better movie , you might not have noticed .",0.11111,very negative,negative,negative,0
10117,It's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,185150.0,It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,0.48611,neutral,neutral,positive,0
10118,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",226366.0,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",0.375,negative,negative,positive,0
10119,"tale will be all too familiar for anyone who's seen George Roy Hill's 1973 film , `` The Sting . ''",236247.0,"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''",0.375,negative,negative,negative,1
10120,"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal cliches .",184139.0,"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal cliches .",0.30556,negative,negative,positive,0
10121,"It's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .",224187.0,"It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .",0.66667,positive,positive,negative,0
10122,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",182523.0,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",0.38889,negative,negative,positive,0
10123,"The problem with The Bread , My Sweet is that it's far too sentimental .",188574.0,"The problem with The Bread , My Sweet is that it 's far too sentimental .",0.33333,negative,negative,negative,1
10124,A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,181752.0,A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,0.40278,neutral,neutral,neutral,1
10125,Falls short in explaining the music and its roots .,183845.0,Falls short in explaining the music and its roots .,0.51389,neutral,neutral,negative,0
10126,Never inspires more than an interested detachment .,186317.0,Never inspires more than an interested detachment .,0.33333,negative,negative,negative,1
10127,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .,189596.0,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .,0.16667,very negative,negative,negative,0
10128,"Despite slick production values and director Roger Michell's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",183383.0,"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",0.22222,negative,negative,negative,1
10129,"Pretty much sucks , but has a funny moment or two .",186781.0,"Pretty much sucks , but has a funny moment or two .",0.27778,negative,negative,negative,1
10130,They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,188922.0,They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,0.54167,neutral,neutral,negative,0
